"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"SERI2","","Senecio riddellii","Perennial","","","","","","","",""
"SERU5","","Senecio rupestris","Annual, Biennial, Perennial","","","","","","","",""
"SESA3","","Senecio sacramentanus","Perennial","","","","","","","",""
"SESC","","Senecio scorzonella","Perennial","","","","","","","",""
"SESE2","","Senecio serra","Perennial","","","","","","","",""
"SESEA","","Senecio serra var. admirabilis","Perennial","","","","","","","",""
"SESES","","Senecio serra var. serra","Perennial","","","","","","","",""
"SESH","","Senecio sheldonensis","Perennial","","","","","","","",""
"SESO","","Senecio soldanella","Perennial","","","","","","","",""
"SESP3","","Senecio spartioides","Perennial","","","","","","","",""
"SESPM","","Senecio spartioides var. multicapitatus","Perennial","","","","","","","",""
"SESPS2","","Senecio spartioides var. spartioides","Perennial","","","","","","","",""
"SESP4","","Senecio sphaerocephalus","Perennial","","","","","","","",""
"SESQ","","Senecio squalidus","Perennial","","","","","","","",""
"SESY","","Senecio sylvaticus","Annual","","","","","","","",""
"SETA","","Senecio taraxacoides","Perennial","","","","","","","",""
"SETR","","Senecio triangularis","Perennial","Summer and Fall","Green","6.2","7.8","14","60","Intermediate","-33"
"SEVI2","","Senecio viscosus","Annual","","","","","","","",""
"SEVU","","Senecio vulgaris","Annual, Biennial","Spring and Summer","Green","5.0","8.5","16","55","Intolerant","47"
"SEWA3","","Senecio warnockii","Perennial","","","","","","","",""
"SEWE7","","Senecio webbii","","","","","","","","",""
"SEWO","","Senecio wootonii","Perennial","","","","","","","",""
"SENEG","","Senegalia","","","","","","","","",""
"SEEM3","","Senegalia ×emoryana berlandieri × greggii","Perennial","","","","","","","",""
"SEBE2","","Senegalia berlandieri","Perennial","","","","","","","",""
"SEBE3","","Senegalia berlandieri × wrightii","Perennial","","","","","","","",""
"SECA28","","Senegalia catechu","","","","","","","","",""
"SEER8","","Senegalia erubescens","","","","","","","","",""
"SEGA4","","Senegalia galpinii","","","","","","","","",""
"SEGO","","Senegalia goetzei","","","","","","","","",""
"SEGR4","","Senegalia greggii","Perennial","","","","","","","",""
"SEME9","","Senegalia mellifera","","","","","","","","",""
"SEMU4","","Senegalia muricata","Perennial","","","","","","","",""
"SENI4","","Senegalia nigrescens","","","","","","","","",""
"SEPE10","","Senegalia pennata","","","","","","","","",""
"SEPO3","","Senegalia polyacantha","Perennial","","","","","","","",""
"SEPOC","","Senegalia polyacantha ssp. campylacantha","","","","","","","","",""
"SERO","","Senegalia roemeriana","Perennial","","","","","","","",""
"SESC7","","Senegalia schweinfurthii","","","","","","","","",""
"SESE16","","Senegalia senegal","","","","","","","","",""
"SESER","","Senegalia senegal var. rostrata","","","","","","","","",""
"SESK","","Senegalia skleroxyla","","","","","","","","",""
"SEVI11","","Senegalia visco","","","","","","","","",""
"SEVO2","","Senegalia vogeliana","Perennial","","","","","","","",""
"SEWE4","","Senegalia westiana","Perennial","","","","","","","",""
"SEWR4","","Senegalia wrightii","Perennial","","","","","","","",""
"SENNA","","Senna","","","","","","","","",""
"SEFL4","","Senna ×floribunda","Perennial","","","","","","","",""
"SEAC9","","Senna aciphylla","","","","","","","","",""
"SEAL4","","Senna alata","Perennial","","","","","","","",""
"SEAL5","","Senna alexandrina","Perennial","","","","","","","",""
"SEAN9","","Senna angulata","","","","","","","","",""
"SEAR8","","Senna armata","Perennial","","","","","","","",""
"SEAR13","","Senna artemisioides","Perennial","","","","","","","",""
"SEARC","","Senna artemisioides ssp. ×coriacea","Perennial","","","","","","","",""
"SEARS2","","Senna artemisioides ssp. ×sturtii","","","","","","","","",""
"SEARC2","","Senna artemisioides ssp. circinnata","","","","","","","","",""
"SEARH","","Senna artemisioides ssp. helmsii","","","","","","","","",""
"SEARP","","Senna artemisioides ssp. petiolaris","","","","","","","","",""
"SEARZ","","Senna artemisioides ssp. zygophylla","","","","","","","","",""
"SEAT3","","Senna atomaria","Perennial","","","","","","","",""
"SEBA2","","Senna bacillaris","Perennial","","","","","","","",""
"SEBA3","","Senna bauhinioides","Perennial","","","","","","","",""
"SEBI5","","Senna bicapsularis","Perennial","","","","","","","",""
"SECA25","","Senna candolleana","","","","","","","","",""
"SECO18","","Senna coronilloides","","","","","","","","",""
"SECO9","","Senna corymbosa","Perennial","","","","","","","",""
"SECO10","","Senna covesii","Perennial","","","","","","","",""
"SEDI8","","Senna didymobotrya","Perennial","","","","","","","",""
"SEDU","","Senna durangensis","Perennial","","","","","","","",""
"SEDUD","","Senna durangensis var. durangensis","Perennial","","","","","","","",""
"SEDUI","","Senna durangensis var. iselyi","Perennial","","","","","","","",""
"SEFR7","","Senna fructicosa","","","","","","","","",""
"SEGA2","","Senna gaudichaudii","Perennial","","Green","5.0","8.0","30","80","","40"
"SEGL11","","Senna glutinosa","","","","","","","","",""
"SEGLC","","Senna glutinosa ssp. chatelainiana","","","","","","","","",""
"SEHE3","","Senna hebecarpa","Perennial","","","","","","","",""
"SEHI2","","Senna hirsuta","Perennial","","","","","","","",""
"SEHIG","","Senna hirsuta var. glaberrima","Perennial","","","","","","","",""
"SEHIH","","Senna hirsuta var. hirsuta","Perennial","","","","","","","",""
"SEHIL","","Senna hirsuta var. leptocarpa","","","","","","","","",""
"SEIT2","","Senna italica","Perennial","","","","","","","",""
"SELI9","","Senna ligustrina","Perennial","","","","","","","",""
"SELI4","","Senna lindheimeriana","Perennial","","","","","","","",""
"SEMA21","","Senna macranthera","","","","","","","","",""
"SEMAM","","Senna macranthera var. micans","","","","","","","","",""
"SEMA11","","Senna marilandica","Perennial","Spring and Summer","Green","4.0","7.0","20","60","Intermediate","-18"
"SEME4","","Senna mexicana","Perennial","","","","","","","",""
"SEMEC","","Senna mexicana var. chapmanii","Perennial","","","","","","","",""
"SEMO11","","Senna monozyx","Perennial","","","","","","","",""
"SEMU14","","Senna multiglandulosa","Perennial","","","","","","","",""
"SEMU5","","Senna multijuga","Perennial","","","","","","","",""
"SENI3","","Senna nitida","Perennial","","","","","","","",""
"SENO3","","Senna notabilis","","","","","","","","",""
"SEOB4","","Senna obtusifolia","Annual, Perennial","","","","","","","",""
"SEOC2","","Senna occidentalis","Annual, Perennial","","","","","","","",""
"SEOD","","Senna odorata","","","","","","","","",""
"SEOR5","","Senna orcuttii","Perennial","","","","","","","",""
"SEPE4","","Senna pendula","Perennial","","","","","","","",""
"SEPEA","","Senna pendula var. advena","Perennial","","","","","","","",""
"SEPEG","","Senna pendula var. glabrata","Perennial","","","","","","","",""
"SEPEP4","","Senna pendula var. pendula","","","","","","","","",""
"SEPES","","Senna pendula var. stahlii","Perennial","","","","","","","",""
"SEPE9","","Senna petersiana","","","","","","","","",""
"SEPI3","","Senna pilosior","Perennial","","","","","","","",""
"SEPL9","","Senna pleurocarpa","","","","","","","","",""
"SEPLP","","Senna pleurocarpa var. pleurocarpa","","","","","","","","",""
"SEPO5","","Senna polyphylla","Perennial","","","","","","","",""
"SEPU13","","Senna pumilio","Perennial","","","","","","","",""
"SERA5","","Senna racemosa","Perennial","","","","","","","",""
"SERI7","","Senna ripleyana","Perennial","","","","","","","",""
"SERO8","","Senna roemeriana","Perennial","","","","","","","",""
"SERO11","","Senna rostrata","","","","","","","","",""
"SESE13","","Senna septemtrionalis","Perennial","","","","","","","",""
"SESI3","","Senna siamea","Perennial","","","","","","","",""
"SESI5","","Senna singueana","","","","","","","","",""
"SESO2","","Senna sophera","Perennial","","","","","","","",""
"SESP9","","Senna spectabilis","Perennial","","","","","","","",""
"SESPE","","Senna spectabilis var. excelsa","","","","","","","","",""
"SESPS3","","Senna spectabilis var. spectabilis","","","","","","","","",""
"SESP10","","Senna splendida","","","","","","","","",""
"SEST9","","Senna stipulacea","","","","","","","","",""
"SESU10","","Senna sulfurea","Perennial","","","","","","","",""
"SESU4","","Senna surattensis","Perennial","","","","","","","",""
"SETO4","","Senna tora","Perennial","","","","","","","",""
"SEUN3","","Senna uniflora","Annual, Perennial","","","","","","","",""
"SEWI3","","Senna wislizeni","Perennial","","","","","","","",""
"SEQUO","","Sequoia","","","","","","","","",""
"SESE3","","Sequoia sempervirens","Perennial","Spring and Summer","Green","5.0","7.0","20","200","Tolerant","7"
"SEQUO2","","Sequoiadendron","","","","","","","","",""
"SEGI2","","Sequoiadendron giganteum","Perennial","Spring and Summer","Green","5.5","7.5","35","55","Intolerant","-24"
"SEREN","","Serenoa","","","","","","","","",""
"SERE2","","Serenoa repens","Perennial","Spring and Summer","Yellow-Green","4.5","7.5","35","80","Tolerant","7"
"SERIA","","Serianthes","","","","","","","","",""
"SEKA2","","Serianthes kanehirae","","","","","","","","",""
"SEKAK","","Serianthes kanehirae var. kanehirae","Perennial","","","","","","","",""
"SENE9","","Serianthes nelsonii","Perennial","","","","","","","",""
"SERIC","","Sericocarpus","","","","","","","","",""
"SEAS3","","Sericocarpus asteroides","Perennial","","","","","","","",""
"SELI5","","Sericocarpus linifolius","Perennial","","","","","","","",""
"SEOR6","","Sericocarpus oregonensis","Perennial","","","","","","","",""
"SEORC2","","Sericocarpus oregonensis var. californicus","Perennial","","","","","","","",""
"SEORO2","","Sericocarpus oregonensis var. oregonensis","Perennial","","","","","","","",""
"SERI4","","Sericocarpus rigidus","Perennial","","","","","","","",""
"SETO7","","Sericocarpus tortifolius","Perennial","","","","","","","",""
"SERIS","","Serissa","","","","","","","","",""
"SEFO2","","Serissa foetida","Perennial","","","","","","","",""
"SERJA","","Serjania","","","","","","","","",""
"SEBR4","","Serjania brachycarpa","Perennial","","","","","","","",""
"SEDI7","","Serjania diversifolia","Perennial","","","","","","","",""
"SEIN5","","Serjania incisa","Perennial","","","","","","","",""
"SEPO4","","Serjania polyphylla","Perennial","","","","","","","",""
"SERRA","","Serratula","","","","","","","","",""
"SETI2","","Serratula tinctoria","Perennial","","","","","","","",""
"SESAM","","Sesamum","","","","","","","","",""
"SEAL10","","Sesamum alatum","","","","","","","","",""
"SEOR4","","Sesamum orientale","Annual","","","","","","","",""
"SERA6","","Sesamum radiatum","","","","","","","","",""
"SESBA","","Sesbania","","","","","","","","",""
"SEBI3","","Sesbania bispinosa","Annual, Perennial","","","","","","","",""
"SECA23","","Sesbania cannabina","Annual, Perennial","","Green","5.8","8.5","21","88","Intermediate","40"
"SEDR","","Sesbania drummondii","Perennial","","","","","","","",""
"SEEX4","","Sesbania exasperata","","","","","","","","",""
"SEGR5","","Sesbania grandiflora","Perennial","Year Round","Green","5.5","7.0","30","60","Intermediate","49"
"SEHE8","","Sesbania herbacea","Annual, Perennial","","","","","","","",""
"SEJA3","","Sesbania javanica","","","","","","","","",""
"SEPA14","","Sesbania paulensis","","","","","","","","",""
"SEPU7","","Sesbania punicea","Perennial","","","","","","","",""
"SESE7","","Sesbania sericea","Perennial","","","","","","","",""
"SESE8","","Sesbania sesban","Perennial","","","","","","","",""
"SESES3","","Sesbania sesban var. sesban","","","","","","","","",""
"SESP11","","Sesbania speciosa","","","","","","","","",""
"SETE12","","Sesbania tetraptera","","","","","","","","",""
"SETO3","","Sesbania tomentosa","Perennial","Year Round","Green","6.0","8.0","20","40","Intermediate","50"
"SEVE","","Sesbania vesicaria","Annual","","","","","","","",""
"SEVI7","","Sesbania virgata","Annual","","","","","","","",""
"SESEL","","Seseli","","","","","","","","",""
"SELI2","","Seseli libanotis","Biennial","","","","","","","",""
"SESLE","","Sesleria","","","","","","","","",""
"SEAU3","","Sesleria autumnalis","","","","","","","","",""
"SECA22","","Sesleria caerulea","","","","","","","","",""
"SECY6","","Sesleria cylindrica","","","","","","","","",""
"SEHE7","","Sesleria heufleriana","","","","","","","","",""
"SESUV","","Sesuvium","","","","","","","","",""
"SECR3","","Sesuvium crithmoides","Annual, Perennial","","","","","","","",""
"SEMA3","","Sesuvium maritimum","Annual","","","","","","","",""
"SEMI7","","Sesuvium microphyllum","Annual, Perennial","","","","","","","",""
"SEPO2","","Sesuvium portulacastrum","Perennial","","","","","","","",""
"SEPOG","","Sesuvium portulacastrum var. griseum","Perennial","","","","","","","",""
"SEPOP","","Sesuvium portulacastrum var. portulacastrum","Perennial","","","","","","","",""
"SESE5","","Sesuvium sessile","Perennial","","","","","","","",""
"SETR3","","Sesuvium trianthemoides","Annual","","","","","","","",""
"SEVE2","","Sesuvium verrucosum","Annual, Perennial","","","","","","","",""
"SETAR","","Setaria","","","","","","","","",""
"SEAD","","Setaria adhaerens","Annual","","","","","","","",""
"SEAR7","","Setaria arizonica","Annual","","","","","","","",""
"SEBA","","Setaria barbata","Annual","","","","","","","",""
"SEBR6","","Setaria brigalow","","","","","","","","",""
"SECO4","","Setaria corrugata","Annual","","","","","","","",""
"SEFA","","Setaria faberi","Annual","","","","","","","",""
"SEGR6","","Setaria grisebachii","Annual","","","","","","","",""
"SEIN8","","Setaria incrassata","","","","","","","","",""
"SEIT","","Setaria italica","Annual","Spring and Summer","Green","5.3","6.9","25","60","Intolerant","52"
"SELA9","","Setaria lachnea","","","","","","","","",""
"SELE6","","Setaria leucopila","Perennial","","","","","","","",""
"SELI3","","Setaria liebmannii","Annual","","","","","","","",""
"SELO4","","Setaria longiseta","","","","","","","","",""
"SEMA4","","Setaria macrosperma","Perennial","","","","","","","",""
"SEMA5","","Setaria macrostachya","Perennial","","","","","","","",""
"SEMA6","","Setaria magna","Annual","","","","","","","",""
"SEME6","","Setaria megaphylla","Perennial","","","","","","","",""
"SENI2","","Setaria nigrirostris","Perennial","","","","","","","",""
"SEPA6","","Setaria palmifolia","Perennial","","","","","","","",""
"SEPA19","","Setaria paniculifera","","","","","","","","",""
"SEPA10","","Setaria parviflora","Perennial","","","","","","","",""
"SEPL7","","Setaria plicata","","","","","","","","",""
"SEPO8","","Setaria poiretiana","","","","","","","","",""
"SEPR","","Setaria pradana","Perennial","","","","","","","",""
"SEPU8","","Setaria pumila","Annual","Spring and Summer","Green","5.0","7.0","25","60","Intolerant","52"
"SEPUP3","","Setaria pumila ssp. pallidefusca","Annual","","","","","","","",""
